campaign_id,campaign_name,platform,date,country,campaign_objective,ad_type,impressions,clicks,conversions,spend,revenue
CMP05192,Black Friday,Meta,2026-06-20,Egypt,Awareness,Image,436145,8516,863,32082.18,250271.77
CMP05193,Black Friday,TikTok,2026-07-16,UAE,Conversions,Image,79889,6050,750,5433.14,48445.21
CMP05194,Ramadan Offers,LinkedIn,2026-08-29,UAE,Lead Generation,Video,127020,3107,242,3195.66,32646.33
CMP05195,Black Friday,Meta,2026-04-12,Egypt,Awareness,Story,255739,7317,992,7484.12,191808.26
CMP05196,Back to School,TikTok,2026-04-27,Egypt,Awareness,Story,497174,9566,211,14850.52,20735.3
CMP05197,Brand Awareness,LinkedIn,2026-07-27,USA,Traffic,Carousel,374688,21552,3204,21948.16,158091.63
CMP05198,Eid Offers,Google Ads,2026-05-14,Egypt,Conversions,Carousel,152027,2171,158,8183.71,18313.27
CMP05199,Ramadan Offers,LinkedIn,2026-07-18,UAE,Awareness,Image,105448,3563,393,2106.02,131817.45
CMP05200,New Product Launch,Meta,2026-06-07,UAE,Conversions,Video,274443,5532,512,6695.91,116909.49
CMP05201,Summer Sale,LinkedIn,2026-02-25,Egypt,Awareness,Carousel,349897,27938,1881,7298.25,150423.46
CMP05202,Ramadan Offers,Meta,2026-07-17,UK,Traffic,Story,153860,4634,136,5999.75,10002.69
CMP05203,Free Shipping,Google Ads,2026-04-09,USA,Awareness,Carousel,271736,14085,618,12394.25,209111.39
CMP05204,Black Friday,Google Ads,2026-05-17,UK,Lead Generation,Video,495667,18878,1296,41105.2,438103.66
CMP05205,Flash Sale,Meta,2026-08-03,Saudi Arabia,Conversions,Story,478489,14902,812,31246.22,194405.88
CMP05206,Back to School,TikTok,2026-03-27,Saudi Arabia,Conversions,Story,210456,13826,1051,9656.49,146840.14
CMP05207,Back to School,Meta,2026-08-31,Saudi Arabia,Awareness,Image,444791,6574,201,22179.92,44787.34
CMP05208,New Product Launch,TikTok,2026-03-06,Saudi Arabia,Traffic,Carousel,246435,12691,694,15350.9,82333.57
CMP05209,Flash Sale,TikTok,2026-05-12,UAE,Awareness,Carousel,458687,30531,4364,23155.12,809263.79
CMP05210,Free Shipping,Meta,2026-05-16,UAE,Traffic,Story,293052,22567,2053,9892.78,502887.96
CMP05211,Summer Sale,TikTok,2026-02-07,UAE,Conversions,Story,423340,14441,1672,6580.49,419257.42
CMP05212,Flash Sale,Meta,2026-05-15,UAE,Traffic,Image,310854,15950,577,4680.81,157667.89
CMP05213,Ramadan Offers,Google Ads,2026-01-06,Egypt,Conversions,Carousel,95350,7411,302,3090.51,60135.62
CMP05214,Flash Sale,LinkedIn,2026-05-07,Egypt,Awareness,Video,313180,4777,204,14246.72,41498.65
CMP05215,New Product Launch,LinkedIn,2026-04-06,USA,Conversions,Video,125528,9300,275,6239.72,75965.81
CMP05216,Eid Offers,TikTok,2026-02-14,Egypt,Awareness,Image,264920,6793,198,5570.81,44177.3
CMP05217,Free Shipping,TikTok,2026-07-12,UAE,Awareness,Carousel,193775,1192,124,11191.27,22606.54
CMP05218,Brand Awareness,Meta,2026-01-27,UK,Conversions,Image,139395,10001,778,7351.24,176587.37
CMP05219,Summer Sale,TikTok,2026-04-25,Egypt,Awareness,Story,109771,7672,261,3457.55,24307.6
CMP05220,Summer Sale,TikTok,2026-01-27,Egypt,Awareness,Carousel,92944,989,86,6445.62,37720.46
CMP05221,Back to School,Google Ads,2026-03-12,UAE,Traffic,Story,186745,6040,87,5404.18,3294.89
CMP05222,Eid Offers,Google Ads,2026-04-28,USA,Lead Generation,Story,239968,7413,378,20199.23,152794.64
CMP05223,New Product Launch,Google Ads,2026-01-09,UK,Traffic,Video,308114,8062,920,14676.04,224853.6
CMP05224,Back to School,Meta,2026-07-13,USA,Lead Generation,Image,169549,5685,795,7718.73,315058.73
CMP05225,Black Friday,Google Ads,2026-07-24,UK,Traffic,Video,214436,8495,1013,5128.06,403339.71
CMP05226,Free Shipping,TikTok,2026-07-27,Saudi Arabia,Awareness,Image,281191,16884,730,16525.44,185152.85
CMP05227,Ramadan Offers,LinkedIn,2026-08-31,UAE,Lead Generation,Story,87864,2081,66,8135.07,16644.04
CMP05228,New Product Launch,Google Ads,2026-03-20,Egypt,Traffic,Video,12787,952,19,605.68,3823.08
CMP05229,Brand Awareness,Meta,2026-03-06,UAE,Lead Generation,Video,493842,16207,2258,30564.64,343147.29
CMP05230,Flash Sale,Google Ads,2026-01-25,UK,Conversions,Story,114699,2952,121,8491.28,22395.14
CMP05231,Winter Collection,TikTok,2026-08-10,USA,Conversions,Video,215483,3812,358,6314.62,55155.14
CMP05232,Black Friday,TikTok,2026-01-28,Egypt,Awareness,Video,161320,2578,270,5151.5,17643.02
CMP05233,Black Friday,LinkedIn,2026-03-05,Egypt,Awareness,Story,23966,1699,23,791.77,3951.44
CMP05234,Back to School,LinkedIn,2026-08-04,Egypt,Awareness,Video,124179,6364,491,7971.56,88790.42
CMP05235,Brand Awareness,LinkedIn,2026-07-06,USA,Traffic,Story,262451,19244,692,22235.21,55936.65
CMP05236,New Product Launch,LinkedIn,2026-08-05,USA,Awareness,Image,292492,16096,1604,24744.06,416553.68
CMP05237,Black Friday,Google Ads,2026-08-02,UK,Conversions,Video,384344,18733,2460,22537.78,458031.58
CMP05238,Summer Sale,TikTok,2026-04-15,USA,Conversions,Carousel,380579,17642,614,15336.99,76183.04
CMP05239,Brand Awareness,Meta,2026-08-02,UAE,Conversions,Story,108371,1705,205,8224.33,34546.46
CMP05240,Black Friday,Meta,2026-04-28,Egypt,Lead Generation,Video,48918,3701,237,3646.4,58945.6
CMP05241,Summer Sale,LinkedIn,2026-03-28,UAE,Conversions,Video,147801,1967,237,9155.75,63102.03
CMP05242,Back to School,TikTok,2026-04-18,UK,Lead Generation,Image,314748,10433,306,4553.58,91028.82
CMP05243,Summer Sale,Google Ads,2026-04-13,UK,Traffic,Story,204602,12812,1336,4632.96,399281.39
CMP05244,Winter Collection,TikTok,2026-03-17,UK,Traffic,Video,462290,10142,1024,8076.3,162030.94
CMP05245,Free Shipping,TikTok,2026-04-01,USA,Lead Generation,Video,449839,22594,1376,13707.53,380866.91
CMP05246,Back to School,Meta,2026-07-11,Egypt,Awareness,Carousel,426549,32479,3656,24215.62,716281.98
CMP05247,Black Friday,Meta,2026-02-24,USA,Awareness,Video,313660,16616,1685,6442.4,631224.92
CMP05248,Brand Awareness,Google Ads,2026-01-15,Saudi Arabia,Traffic,Carousel,98374,1308,88,7204.55,15926.4
CMP05249,Black Friday,Meta,2026-06-07,Saudi Arabia,Traffic,Image,275232,13884,1911,20025.43,617538.37
CMP05250,Black Friday,Meta,2026-06-22,UK,Conversions,Carousel,403224,18720,680,16110.89,53150.35
CMP05251,Eid Offers,TikTok,2026-04-10,Saudi Arabia,Traffic,Video,409421,21678,2563,12351.03,253591.16
CMP05252,Black Friday,TikTok,2026-06-14,Saudi Arabia,Conversions,Video,84294,3141,446,3836.57,148635.3
CMP05253,Winter Collection,LinkedIn,2026-08-27,UK,Conversions,Image,193567,6759,678,18397.06,233224.46
CMP05254,Brand Awareness,LinkedIn,2026-05-11,UAE,Conversions,Carousel,268678,18457,1263,22548.77,251397.75
CMP05255,Black Friday,Google Ads,2026-07-11,USA,Lead Generation,Image,339437,13689,169,13273.42,25180.34
CMP05256,Brand Awareness,LinkedIn,2026-02-21,USA,Lead Generation,Video,16568,221,20,1182.97,5707.9
CMP05257,Back to School,TikTok,2026-05-02,UK,Awareness,Video,163173,11521,1167,5203.11,286983.98
CMP05258,Black Friday,TikTok,2026-08-04,Saudi Arabia,Lead Generation,Carousel,128667,7288,95,4685.82,14655.97
CMP05259,Winter Collection,TikTok,2026-08-31,UAE,Lead Generation,Carousel,396134,26110,2899,23767.81,357119.83
CMP05260,New Product Launch,TikTok,2026-05-16,UK,Lead Generation,Story,52160,1605,111,1278.15,6692.41
CMP05261,Ramadan Offers,Google Ads,2026-06-02,Saudi Arabia,Lead Generation,Story,479279,5641,618,36096.6,83992.5
CMP05262,Free Shipping,Google Ads,2026-04-29,USA,Lead Generation,Story,366404,20912,1282,31174.63,205039.84
CMP05263,Winter Collection,Meta,2026-02-28,USA,Conversions,Story,149569,1184,83,11824.64,19603.06
CMP05264,Brand Awareness,LinkedIn,2026-03-22,UAE,Conversions,Image,229766,17530,2192,9977.82,262919.14
CMP05265,Eid Offers,Google Ads,2026-07-28,Egypt,Conversions,Image,423094,29602,2091,20433.23,886419.75
CMP05266,New Product Launch,Google Ads,2026-07-27,UK,Traffic,Video,434977,7973,1109,39208.96,117298.6
CMP05267,Flash Sale,Google Ads,2026-05-09,UAE,Traffic,Story,47380,2917,391,975.56,81183.21
CMP05268,Back to School,LinkedIn,2026-04-05,Saudi Arabia,Lead Generation,Story,231245,11299,1122,18663.47,266146.19
CMP05269,Winter Collection,Meta,2026-03-16,Saudi Arabia,Traffic,Carousel,51202,3629,230,2054.76,33605.14
CMP05270,Winter Collection,Meta,2026-08-22,Egypt,Lead Generation,Story,96956,4474,611,1769.94,68199.05
CMP05271,New Product Launch,LinkedIn,2026-02-08,USA,Awareness,Video,462095,6677,757,11051.1,264791.65
CMP05272,Black Friday,TikTok,2026-06-14,USA,Lead Generation,Story,70472,1921,55,1183.1,13723.36
CMP05273,Eid Offers,Google Ads,2026-07-07,UAE,Traffic,Image,497621,22994,2959,15018.21,692326.72
CMP05274,Free Shipping,LinkedIn,2026-01-31,UK,Lead Generation,Image,429127,17882,1149,12878.07,382503.53
CMP05275,Eid Offers,Google Ads,2026-06-28,Saudi Arabia,Conversions,Carousel,189812,8172,1202,8910.53,196066.97
CMP05276,Winter Collection,Meta,2026-05-20,Egypt,Lead Generation,Story,438016,24654,3117,18582.81,413985.9
CMP05277,Summer Sale,Google Ads,2026-02-05,Egypt,Lead Generation,Image,62677,1430,18,4352.08,893.1
CMP05278,Free Shipping,LinkedIn,2026-02-19,Saudi Arabia,Awareness,Story,478161,12957,1121,37407.54,210822.01
CMP05279,Summer Sale,Google Ads,2026-07-09,UAE,Lead Generation,Carousel,255585,12135,1576,22089.95,187159.07
CMP05280,Eid Offers,Meta,2026-08-06,UK,Awareness,Story,212119,2481,358,8675.24,19281.29
CMP05281,Summer Sale,Google Ads,2026-01-30,USA,Traffic,Carousel,490763,27324,3526,26194.66,406407.47
CMP05282,Winter Collection,Google Ads,2026-08-06,Saudi Arabia,Conversions,Story,432077,18437,196,25417.81,18674.92
CMP05283,Flash Sale,Meta,2026-02-27,UAE,Conversions,Image,453025,20074,802,26805.21,156881.82
CMP05284,Flash Sale,Meta,2026-08-09,UK,Lead Generation,Video,53229,2664,117,1736.3,23723.81
CMP05285,New Product Launch,TikTok,2026-05-03,USA,Conversions,Carousel,129153,1721,201,5056.73,39772.57
CMP05286,Back to School,LinkedIn,2026-02-10,Saudi Arabia,Traffic,Carousel,277715,9502,541,5970.64,76445.52
CMP05287,Flash Sale,TikTok,2026-04-01,Egypt,Conversions,Image,432093,30685,4560,21717.71,361047.33
CMP05288,Summer Sale,Google Ads,2026-07-03,UAE,Awareness,Carousel,399184,13970,1951,33896.53,619600.26
CMP05289,Flash Sale,Google Ads,2026-05-06,Saudi Arabia,Traffic,Image,443557,15023,1570,34811.86,258777.0
CMP05290,Black Friday,Google Ads,2026-02-26,UAE,Awareness,Image,102551,6705,813,7199.01,68690.25
CMP05291,Summer Sale,Meta,2026-05-15,UAE,Conversions,Video,344741,2712,184,23272.77,33400.21
CMP05292,Ramadan Offers,LinkedIn,2026-05-13,Egypt,Traffic,Carousel,386689,10834,1415,12427.18,215043.44
CMP05293,Eid Offers,TikTok,2026-04-04,UK,Conversions,Video,308168,19255,1757,9855.79,95816.29
CMP05294,Black Friday,LinkedIn,2026-07-01,USA,Traffic,Image,235686,14363,2060,16850.37,670226.26
CMP05295,Back to School,Meta,2026-06-16,Egypt,Lead Generation,Video,129488,5310,187,5570.98,11539.4
CMP05296,Summer Sale,LinkedIn,2026-02-08,UK,Traffic,Story,85995,5142,108,7386.73,13887.42
CMP05297,Summer Sale,Google Ads,2026-07-15,Egypt,Traffic,Video,421521,32591,2966,16844.75,252684.07
CMP05298,Winter Collection,Google Ads,2026-07-25,USA,Awareness,Image,451743,10658,241,10106.44,79735.22
CMP05299,Back to School,Google Ads,2026-02-28,Egypt,Lead Generation,Video,318345,12637,1130,17853.19,336987.29
CMP05300,Black Friday,LinkedIn,2026-02-06,Egypt,Traffic,Image,457434,10260,776,24347.13,282473.7
CMP05301,Flash Sale,Meta,2026-04-20,Egypt,Lead Generation,Story,157702,2648,197,7047.45,12284.85
CMP05302,Flash Sale,TikTok,2026-06-08,Saudi Arabia,Awareness,Video,44413,849,70,2812.08,19535.85
CMP05303,Back to School,LinkedIn,2026-07-23,UAE,Awareness,Carousel,315354,10059,496,10691.37,46329.33
CMP05304,Winter Collection,Meta,2026-08-23,Saudi Arabia,Awareness,Carousel,43326,246,20,1078.61,5659.26
CMP05305,Free Shipping,Meta,2026-03-25,USA,Lead Generation,Carousel,137607,1515,142,7708.04,46302.11
CMP05306,Free Shipping,LinkedIn,2026-07-10,UAE,Lead Generation,Image,245177,13738,1722,11798.14,334654.89
CMP05307,Brand Awareness,LinkedIn,2026-07-23,UAE,Traffic,Image,237999,10773,663,7242.92,92312.18
CMP05308,New Product Launch,Meta,2026-01-30,Egypt,Conversions,Story,328536,14460,1906,15185.58,468286.76
CMP05309,Winter Collection,Google Ads,2026-06-23,Egypt,Lead Generation,Image,363825,3818,191,9400.1,43856.54
CMP05310,Flash Sale,TikTok,2026-06-26,UAE,Awareness,Image,207514,5529,501,4996.35,126674.4
CMP05311,Brand Awareness,LinkedIn,2026-06-17,Egypt,Conversions,Image,152435,9699,1398,14139.15,234726.99
CMP05312,Back to School,Google Ads,2026-06-03,UAE,Lead Generation,Story,124299,1202,132,11163.64,45487.45
CMP05313,Winter Collection,LinkedIn,2026-02-19,Saudi Arabia,Conversions,Story,188353,8477,754,6916.23,255420.82
CMP05314,Ramadan Offers,TikTok,2026-02-18,USA,Awareness,Image,128713,1311,144,4813.3,40364.33
CMP05315,Black Friday,Google Ads,2026-04-17,Saudi Arabia,Traffic,Video,307249,6591,394,14910.16,77131.6
CMP05316,New Product Launch,Google Ads,2026-07-14,UK,Lead Generation,Story,38069,1069,148,3494.23,45255.35
CMP05317,Eid Offers,TikTok,2026-07-05,Saudi Arabia,Lead Generation,Image,337446,12455,850,22898.29,106917.27
CMP05318,Ramadan Offers,Google Ads,2026-08-30,USA,Awareness,Image,149639,6213,875,7071.59,263482.34
CMP05319,Free Shipping,TikTok,2026-06-02,Egypt,Lead Generation,Story,320172,19073,589,8382.48,110353.23
CMP05320,Back to School,Google Ads,2026-06-15,Egypt,Conversions,Image,360517,24399,1915,9274.58,194215.68
CMP05321,Summer Sale,Google Ads,2026-07-27,Egypt,Traffic,Image,195528,15147,1481,8363.31,372234.69
CMP05322,Eid Offers,Google Ads,2026-07-07,USA,Lead Generation,Image,34994,375,46,786.4,4095.27
CMP05323,Flash Sale,LinkedIn,2026-03-27,UAE,Conversions,Story,293628,2174,315,24212.53,23775.2
CMP05324,Ramadan Offers,Meta,2026-04-01,UAE,Lead Generation,Story,28779,652,17,1900.35,2216.95
CMP05325,New Product Launch,TikTok,2026-02-12,Egypt,Lead Generation,Video,285974,8137,544,19305.73,75747.98
CMP05326,Ramadan Offers,LinkedIn,2026-03-27,UK,Conversions,Video,86969,6119,684,2377.49,176314.36
CMP05327,Ramadan Offers,Meta,2026-01-08,Egypt,Traffic,Image,436082,25090,511,10935.63,24191.1
CMP05328,Summer Sale,Meta,2026-07-01,UAE,Lead Generation,Story,184496,6138,270,13590.94,11730.75
CMP05329,Ramadan Offers,LinkedIn,2026-03-08,UK,Awareness,Carousel,424765,22613,2754,38019.32,307424.48
CMP05330,Brand Awareness,TikTok,2026-02-23,UAE,Lead Generation,Video,140178,3009,34,3718.86,1395.13
CMP05331,Black Friday,LinkedIn,2026-06-16,UK,Traffic,Video,102587,3328,380,9205.69,162951.91
CMP05332,Summer Sale,Meta,2026-01-28,USA,Awareness,Image,57065,867,50,1047.23,12308.44
CMP05333,Eid Offers,LinkedIn,2026-03-31,UAE,Conversions,Carousel,228158,15278,1545,13136.04,321765.89
CMP05334,Winter Collection,Google Ads,2026-01-21,UK,Traffic,Story,143815,3264,471,11726.43,60177.51
CMP05335,Brand Awareness,Google Ads,2026-07-15,Saudi Arabia,Traffic,Carousel,494518,17476,261,31127.95,43878.84
CMP05336,Eid Offers,Meta,2026-01-28,USA,Conversions,Video,327968,7209,632,12781.41,85783.47
CMP05337,Summer Sale,TikTok,2026-03-21,USA,Awareness,Image,277172,22118,2707,9176.2,97593.55
CMP05338,Eid Offers,TikTok,2026-07-10,UAE,Awareness,Carousel,377552,27514,3451,26246.11,501272.98
CMP05339,Summer Sale,Meta,2026-01-12,Saudi Arabia,Traffic,Carousel,52940,3261,182,1409.17,7679.11
CMP05340,Eid Offers,Meta,2026-02-12,UAE,Conversions,Story,321204,18908,904,5303.38,59388.03
CMP05341,Ramadan Offers,Google Ads,2026-03-07,Saudi Arabia,Conversions,Carousel,101256,1929,159,2786.86,69996.46
CMP05342,Ramadan Offers,TikTok,2026-03-15,UK,Lead Generation,Story,67873,3747,163,2686.78,19248.45
CMP05343,Back to School,LinkedIn,2026-06-13,Saudi Arabia,Awareness,Story,121117,4150,81,6912.37,9604.23
CMP05344,Winter Collection,TikTok,2026-05-17,Saudi Arabia,Awareness,Video,177135,12420,1530,5744.77,428084.13
CMP05345,Black Friday,Meta,2026-03-05,UAE,Awareness,Image,230727,17239,869,11673.45,60190.59
CMP05346,Summer Sale,Meta,2026-04-20,USA,Awareness,Story,456225,11285,300,34789.15,31640.43
CMP05347,Ramadan Offers,Meta,2026-07-19,USA,Lead Generation,Video,270510,8087,630,16065.25,57204.55
CMP05348,Ramadan Offers,Meta,2026-05-27,USA,Conversions,Story,188130,8285,468,7067.77,135892.1
CMP05349,Ramadan Offers,Google Ads,2026-05-04,USA,Lead Generation,Carousel,34072,2333,323,1795.25,105408.87
CMP05350,Summer Sale,TikTok,2026-04-01,UK,Traffic,Carousel,61259,4092,176,1930.67,8465.57
CMP05351,Back to School,TikTok,2026-08-22,UAE,Lead Generation,Image,154667,2831,392,5160.37,36834.26
CMP05352,Summer Sale,Google Ads,2026-02-09,UK,Traffic,Carousel,469442,5960,83,20233.21,22943.93
CMP05353,Winter Collection,TikTok,2026-02-18,UK,Conversions,Story,485411,13580,1237,7137.89,258281.93
CMP05354,Eid Offers,Google Ads,2026-08-10,UAE,Conversions,Story,38239,1263,69,1944.81,7735.22
CMP05355,Black Friday,Meta,2026-02-19,UAE,Awareness,Carousel,228246,18254,2240,6286.21,545192.28
CMP05356,Summer Sale,Google Ads,2026-05-23,Egypt,Traffic,Image,75200,1038,150,1525.94,30697.66
CMP05357,Free Shipping,Meta,2026-06-03,Egypt,Lead Generation,Story,421198,28065,650,21960.76,124876.13
CMP05358,Eid Offers,LinkedIn,2026-05-11,Egypt,Lead Generation,Story,356451,15337,2152,31734.75,683541.43
CMP05359,Free Shipping,Meta,2026-01-17,USA,Traffic,Video,358039,6621,196,12198.99,40670.82
CMP05360,Ramadan Offers,TikTok,2026-06-02,Egypt,Awareness,Carousel,130696,3392,491,5714.66,97687.22
CMP05361,Flash Sale,Google Ads,2026-03-23,USA,Awareness,Video,437718,9236,722,39602.95,134731.02
CMP05362,Flash Sale,TikTok,2026-04-16,Saudi Arabia,Awareness,Carousel,90106,6298,94,2178.38,8218.35
CMP05363,Free Shipping,Meta,2026-08-20,USA,Traffic,Story,461982,16122,2068,21679.92,364798.21
CMP05364,Winter Collection,TikTok,2026-01-25,UAE,Awareness,Image,338176,15485,1944,23010.91,396869.56
CMP05365,Eid Offers,LinkedIn,2026-07-22,Egypt,Awareness,Video,229835,3537,186,12481.3,39301.95
CMP05366,Free Shipping,TikTok,2026-01-11,Egypt,Conversions,Image,37975,1988,69,2438.67,23420.32
CMP05367,Free Shipping,Google Ads,2026-06-01,UAE,Lead Generation,Carousel,198283,15029,709,8932.27,156442.59
CMP05368,Summer Sale,Meta,2026-04-03,UK,Lead Generation,Image,416895,9303,320,15957.88,39159.16
CMP05369,Ramadan Offers,Google Ads,2026-08-06,UK,Traffic,Carousel,171161,7873,748,10854.89,42873.83
CMP05370,New Product Launch,Meta,2026-01-06,Egypt,Traffic,Carousel,489054,31426,3849,21616.58,431544.2
CMP05371,Brand Awareness,LinkedIn,2026-05-20,Saudi Arabia,Awareness,Carousel,257645,7004,179,7839.74,35094.75
CMP05372,Brand Awareness,Google Ads,2026-03-06,Egypt,Lead Generation,Video,413376,29978,2949,9534.39,654680.2
CMP05373,Eid Offers,TikTok,2026-05-03,UK,Conversions,Video,68047,2568,252,3008.35,34844.86
CMP05374,Free Shipping,Meta,2026-06-26,Saudi Arabia,Lead Generation,Video,435587,6323,842,15269.56,123588.46
CMP05375,Ramadan Offers,TikTok,2026-02-20,Egypt,Lead Generation,Video,477670,4035,561,19766.38,76427.08
CMP05376,New Product Launch,Google Ads,2026-05-08,UAE,Traffic,Carousel,41194,1108,80,2759.07,12565.55
CMP05377,Black Friday,LinkedIn,2026-05-04,Saudi Arabia,Awareness,Story,145001,6915,893,9782.79,78555.26
CMP05378,Back to School,Meta,2026-08-10,UAE,Traffic,Video,337694,15140,895,21649.79,137675.57
CMP05379,Free Shipping,Meta,2026-05-15,Saudi Arabia,Traffic,Story,225890,7638,619,11502.95,45732.02
CMP05380,Flash Sale,TikTok,2026-03-26,Egypt,Conversions,Video,382408,6645,366,11080.02,80248.71
CMP05381,Brand Awareness,LinkedIn,2026-04-13,Egypt,Traffic,Image,296183,16121,287,26627.28,22135.5
CMP05382,Summer Sale,Google Ads,2026-08-06,Saudi Arabia,Awareness,Story,262133,5007,408,10253.86,65243.04
CMP05383,Winter Collection,LinkedIn,2026-06-24,UAE,Lead Generation,Carousel,153593,12191,1416,14199.32,139440.97
CMP05384,Eid Offers,Google Ads,2026-03-28,Saudi Arabia,Conversions,Image,375894,29625,3784,19284.47,594813.06
CMP05385,Eid Offers,TikTok,2026-08-27,USA,Conversions,Story,478114,30407,1733,25273.22,114863.97
CMP05386,Ramadan Offers,LinkedIn,2026-04-22,UAE,Traffic,Image,37778,2712,209,1033.69,86212.51
CMP05387,Winter Collection,Google Ads,2026-02-21,Saudi Arabia,Traffic,Carousel,61804,2924,318,2532.36,59502.63
CMP05388,Black Friday,Meta,2026-08-08,USA,Conversions,Carousel,15495,109,6,458.78,1902.36
CMP05389,Flash Sale,TikTok,2026-04-12,Saudi Arabia,Conversions,Story,373449,4864,466,5856.36,107139.67
CMP05390,Back to School,LinkedIn,2026-01-27,UAE,Conversions,Video,301497,21508,281,27442.48,89421.25
CMP05391,Flash Sale,Meta,2026-08-27,UAE,Lead Generation,Carousel,367136,5150,662,7114.05,199064.99
CMP05392,Brand Awareness,Meta,2026-07-27,USA,Lead Generation,Story,445240,20486,1150,27847.88,172916.34
CMP05393,Flash Sale,TikTok,2026-03-18,Saudi Arabia,Awareness,Story,433791,4132,544,14412.39,222913.63
CMP05394,Free Shipping,Meta,2026-07-20,UAE,Conversions,Story,316791,14831,334,15937.47,59662.26
CMP05395,Black Friday,LinkedIn,2026-05-11,USA,Lead Generation,Video,39160,1839,100,3072.28,21727.89
CMP05396,Back to School,LinkedIn,2026-06-28,UK,Awareness,Story,209566,10027,507,6576.24,40954.57
CMP05397,Free Shipping,Google Ads,2026-02-20,UAE,Traffic,Story,331405,17914,1862,20278.3,206747.35
CMP05398,Summer Sale,Google Ads,2026-01-12,USA,Awareness,Story,65744,2411,354,2842.52,66338.59
CMP05399,Free Shipping,TikTok,2026-07-14,Egypt,Traffic,Video,243373,15975,1358,12922.76,110061.74
CMP05400,Summer Sale,Meta,2026-03-12,UAE,Lead Generation,Story,11371,546,72,818.55,18441.23
CMP05401,Ramadan Offers,Google Ads,2026-04-24,Saudi Arabia,Awareness,Carousel,233259,4108,534,16652.12,102906.59
CMP05402,New Product Launch,Google Ads,2026-07-24,UK,Traffic,Story,31065,1162,86,2788.69,29297.98
CMP05403,Summer Sale,TikTok,2026-03-03,USA,Lead Generation,Video,249502,7303,320,14684.2,58591.94
CMP05404,Eid Offers,Meta,2026-05-24,USA,Traffic,Image,440166,6781,314,10122.1,68502.88
CMP05405,New Product Launch,TikTok,2026-05-30,USA,Lead Generation,Story,166533,2526,279,9699.53,113437.88
CMP05406,Summer Sale,LinkedIn,2026-03-10,Saudi Arabia,Lead Generation,Image,405905,29742,906,13629.38,304292.48
CMP05407,Summer Sale,Google Ads,2026-07-16,Saudi Arabia,Lead Generation,Story,304395,23013,1648,6138.68,111393.93
CMP05408,Ramadan Offers,TikTok,2026-01-23,Saudi Arabia,Awareness,Carousel,33293,2472,68,1566.46,15000.35
CMP05409,Summer Sale,Google Ads,2026-01-10,UK,Lead Generation,Carousel,318637,5999,673,25097.8,142427.48
CMP05410,Free Shipping,LinkedIn,2026-08-07,Egypt,Traffic,Image,73937,5604,103,6292.35,12644.35
CMP05411,Winter Collection,Meta,2026-07-11,UAE,Traffic,Image,171053,5284,637,11356.77,51366.5
CMP05412,Free Shipping,TikTok,2026-01-25,USA,Lead Generation,Carousel,321905,24785,1219,14733.76,275871.22
CMP05413,Ramadan Offers,LinkedIn,2026-02-13,UAE,Traffic,Video,424658,19234,2805,17394.12,579736.23
CMP05414,Brand Awareness,LinkedIn,2026-03-16,UAE,Lead Generation,Image,82715,2813,349,5416.78,97664.19
CMP05415,New Product Launch,Meta,2026-03-11,UK,Lead Generation,Image,190856,1319,26,11155.07,6013.86
CMP05416,Eid Offers,TikTok,2026-01-14,Egypt,Conversions,Image,249233,8671,985,3699.63,306164.81
CMP05417,Eid Offers,Google Ads,2026-05-24,UK,Traffic,Image,152211,6114,686,4405.96,80234.73
CMP05418,Black Friday,TikTok,2026-03-07,Egypt,Conversions,Video,122386,2282,136,8118.33,19737.91
CMP05419,New Product Launch,LinkedIn,2026-05-27,USA,Lead Generation,Carousel,433870,14984,408,42369.33,33079.09
CMP05420,Back to School,LinkedIn,2026-05-15,Saudi Arabia,Lead Generation,Video,461648,21545,1695,25936.55,79840.24
CMP05421,Black Friday,Google Ads,2026-08-27,Egypt,Traffic,Story,161005,9638,738,9718.77,45153.61
CMP05422,Back to School,LinkedIn,2026-03-07,Saudi Arabia,Awareness,Video,85806,6557,156,1852.57,44197.84
CMP05423,Flash Sale,Google Ads,2026-02-03,UK,Lead Generation,Carousel,443001,21917,1736,13988.4,612661.87
CMP05424,Ramadan Offers,TikTok,2026-07-06,Saudi Arabia,Lead Generation,Image,148935,2341,183,5635.85,64153.54
CMP05425,Brand Awareness,Google Ads,2026-07-24,Saudi Arabia,Traffic,Carousel,436794,27073,1867,36383.85,74109.4
CMP05426,Black Friday,TikTok,2026-02-26,Saudi Arabia,Awareness,Image,344059,8967,1134,18798.16,276846.87
CMP05427,Back to School,LinkedIn,2026-07-28,UK,Traffic,Story,272463,2221,50,22168.31,2219.51
CMP05428,Flash Sale,TikTok,2026-03-11,UK,Awareness,Story,323323,12955,1752,13076.5,275769.44
CMP05429,Brand Awareness,LinkedIn,2026-07-25,UK,Lead Generation,Story,143994,11133,1224,5481.58,240430.77
CMP05430,Black Friday,TikTok,2026-07-19,Egypt,Traffic,Video,84351,1442,99,4601.05,21936.61
CMP05431,Back to School,Google Ads,2026-03-20,UAE,Awareness,Video,219247,2659,32,13159.54,4029.27
CMP05432,Flash Sale,Meta,2026-05-24,Egypt,Awareness,Image,110611,4057,83,3764.51,16331.37
CMP05433,Eid Offers,Meta,2026-04-01,USA,Traffic,Story,117219,6031,547,2010.98,98728.14
